Time (s),Reference Distance (mm),IR Sensor (V),Capacitive Sensor (V),Eddy Current Sensor (V),LED Sensor (V),Linear Potentiometer (V)
58.1999999999988,10.59,10.6294,0.8136,10.2751,2.8465,1.5697
58.2499999999988,10.69,10.6407,0.8162,10.2682,2.8472,1.571
58.2999999999988,10.63,10.6353,0.8141,10.2819,2.8482,1.5703
58.3499999999988,10.61,10.6459,0.812,10.2765,2.8457,1.5714
58.3999999999988,10.65,10.6474,0.8114,10.2737,2.8472,1.5713
58.4499999999988,10.59,10.6212,0.8128,10.2715,2.8465,1.5697
58.4999999999988,10.62,10.649,0.8145,10.2753,2.8471,1.5706
58.5499999999988,10.6,10.5989,0.8123,10.292,2.8463,1.5704
58.5999999999988,10.57,10.6191,0.8114,10.2747,2.848,1.5719
58.6499999999988,10.64,10.6462,0.8067,10.2671,2.8467,1.5709
58.6999999999988,10.62,10.6234,0.8143,10.2752,2.8467,1.5717
58.7499999999988,10.6,10.6375,0.8162,10.2903,2.8494,1.5713
58.7999999999988,10.59,10.6132,0.8104,10.2841,2.8481,1.5691
58.8499999999988,10.66,10.6184,0.8088,10.2719,2.8463,1.5712
58.8999999999988,10.58,10.6356,0.8121,10.2595,2.8479,1.5717
58.9499999999988,10.62,10.6665,0.8166,10.2823,2.8484,1.5704
58.9999999999988,10.66,10.6669,0.8056,10.2855,2.8468,1.5707
59.0499999999988,10.67,10.6286,0.8169,10.2802,2.8478,1.5705
59.0999999999988,10.62,10.6099,0.8088,10.2863,2.8473,1.5697
59.1499999999988,10.62,10.636,0.8088,10.2867,2.8474,1.5703
59.1999999999988,10.6,10.6177,0.8088,10.2868,2.8454,1.5722
59.2499999999988,10.67,10.6414,0.8093,10.2859,2.8459,1.5697
59.2999999999988,10.6,10.667,0.8126,10.2878,2.8487,1.5692
59.3499999999988,10.63,10.6324,0.8098,10.275,2.8486,1.5718
59.3999999999988,10.66,10.6262,0.8156,10.2811,2.8459,1.5706
59.4499999999988,10.63,10.6092,0.8115,10.2865,2.8479,1.5723
59.4999999999988,10.65,10.6181,0.8052,10.2659,2.8469,1.5714
59.5499999999988,10.67,10.6741,0.8084,10.2715,2.8477,1.5711
59.5999999999988,10.63,10.6883,0.811,10.279,2.8463,1.5707
59.6499999999987,10.58,10.6558,0.8092,10.285,2.848,1.5709
59.6999999999988,10.63,10.6658,0.8087,10.2697,2.8466,1.5699
59.7499999999987,10.63,10.6614,0.8052,10.2739,2.8457,1.5729
59.7999999999987,10.63,10.6692,0.8134,10.2633,2.8476,1.5724
59.8499999999987,10.66,10.6343,0.8118,10.2724,2.8464,1.572
59.8999999999987,10.66,10.6436,0.808,10.2805,2.8471,1.5711
59.9499999999987,10.66,10.5901,0.8071,10.2719,2.8458,1.5722
59.9999999999987,10.62,10.6426,0.8109,10.2804,2.8464,1.5709
60.0499999999987,10.64,10.6138,0.814,10.2773,2.8469,1.572
60.0999999999987,10.67,10.6031,0.8065,10.2628,2.8467,1.5702
60.1499999999987,10.62,10.6773,0.8058,10.272,2.8451,1.5703
60.1999999999987,10.63,10.6181,0.8078,10.2881,2.8475,1.5712
60.2499999999987,10.57,10.6147,0.8132,10.2686,2.8475,1.5708
60.2999999999987,10.58,10.61,0.8122,10.2789,2.8485,1.5712
60.3499999999987,10.66,10.6473,0.8156,10.2899,2.8467,1.5712
60.3999999999987,10.65,10.6087,0.8086,10.2796,2.8451,1.5718
60.4499999999987,10.61,10.6363,0.8104,10.2659,2.8494,1.5723
60.4999999999987,10.59,10.6901,0.81,10.2857,2.8451,1.5711
60.5499999999987,10.61,10.6492,0.8117,10.2847,2.8494,1.5706
60.5999999999987,10.64,10.5726,0.8107,10.2872,2.8464,1.5718
60.6499999999987,10.64,10.6171,0.8115,10.2693,2.8462,1.5717
60.6999999999987,10.6,10.6896,0.8066,10.274,2.8479,1.5728
60.7499999999987,10.64,10.6348,0.8086,10.2691,2.8473,1.573
60.7999999999987,10.59,10.6464,0.8106,10.2618,2.847,1.5724
60.8499999999987,10.65,10.5701,0.8067,10.2897,2.8479,1.5719
60.8999999999987,10.66,10.6901,0.8126,10.2912,2.8475,1.5696
